Neighborhood,Units,YearBuilt,SqFt,Borough,ValuePerSqFt
WHITESTONE,20,1947,14950,Queens,47.97
FLUSHING-NORTH,18,2002,16915,Queens,88.68
FLUSHING-NORTH,23,2007,26228,Queens,119.07
FLUSHING-NORTH,4,1987,4010,Queens,55.69
FLUSHING-NORTH,24,1987,23100,Queens,48.1
FLUSHING-NORTH,12,1996,8730,Queens,71.94
FLUSHING-NORTH,54,2004,60665,Queens,76.16
FLUSHING-NORTH,28,2007,25777,Queens,109.4
FLUSHING-NORTH,47,2003,48785,Queens,115.32
FLUSHING-NORTH,20,2004,14250,Queens,98.53
FLUSHING-NORTH,80,1983,87612,Queens,68.34
FLUSHING-NORTH,11,1967,12655,Queens,54.29
FLUSHING-NORTH,3,1967,4493,Queens,55.2
FLUSHING-NORTH,1,1967,1075,Queens,54.88
FLUSHING-NORTH,80,1967,97877,Queens,52.57
FLUSHING-NORTH,36,1984,34314,Queens,56.62
FLUSHING-NORTH,15,1985,10668,Queens,65.15
FLUSHING-NORTH,16,1988,16140,Queens,64.06
FLUSHING-NORTH,19,1997,16164,Queens,75.72
FLUSHING-NORTH,23,2007,23878,Queens,108.01
FLUSHING-NORTH,48,1987,31360,Queens,68.05
FLUSHING-NORTH,66,1988,76680,Queens,66.29
FLUSHING-NORTH,18,2003,18730,Queens,102.99
FLUSHING-NORTH,84,1986,66756,Queens,67.18
FLUSHING-NORTH,41,1979,37255,Queens,55.54
FLUSHING-NORTH,63,1987,66196,Queens,61.11
FLUSHING-NORTH,30,2005,20352,Queens,106.97
FLUSHING-NORTH,19,2005,21000,Queens,109.48
FLUSHING-NORTH,16,1989,10480,Queens,59.51
FLUSHING-NORTH,16,1988,13997,Queens,56.11
FLUSHING-NORTH,29,1955,27000,Queens,48.56
FLUSHING-NORTH,18,1987,18120,Queens,70.59
FLUSHING-NORTH,50,2001,48993,Queens,81.85
FLUSHING-NORTH,134,1987,98000,Queens,67.66
FLUSHING-NORTH,40,2007,40400,Queens,112.33
FLUSHING-NORTH,80,1983,101624,Queens,69.49
FLUSHING-NORTH,33,1984,37304,Queens,63.1
FLUSHING-NORTH,24,1989,17905,Queens,63.56
FLUSHING-NORTH,32,2002,22936,Queens,87.77
FLUSHING-NORTH,14,2008,13290,Queens,134.24
FLUSHING-NORTH,26,2001,22635,Queens,93.62
FLUSHING-NORTH,48,1956,53920,Queens,54.12
FLUSHING-NORTH,14,1987,19398,Queens,68.56
FLUSHING-NORTH,36,1988,36340,Queens,67.91
FLUSHING-NORTH,18,2001,15000,Queens,96.87
FLUSHING-NORTH,47,2002,41800,Queens,94.26
FLUSHING-NORTH,9,2005,9008,Queens,109.57
FLUSHING-NORTH,10,2005,8685,Queens,107.54
FLUSHING-NORTH,10,2006,12171,Queens,109.6
FLUSHING-NORTH,7,2008,5855,Queens,106.92
FLUSHING-NORTH,7,2006,8876,Queens,109.62
FLUSHING-NORTH,64,2008,53000,Queens,108.38
FLUSHING-NORTH,16,2010,5337,Queens,96.68
FLUSHING-NORTH,50,2004,48753,Queens,98.35
FLUSHING-NORTH,13,1995,15630,Queens,69.1
FLUSHING-NORTH,10,1931,11629,Queens,61.91
FLUSHING-NORTH,64,1987,72300,Queens,73.62
FLUSHING-NORTH,58,2000,83284,Queens,82.28
FLUSHING-NORTH,103,1929,92000,Queens,47.08
FLUSHING-NORTH,204,1963,189000,Queens,55.36
FLUSHING-NORTH,351,1974,333006,Queens,65.27
FLUSHING-NORTH,36,1982,34587,Queens,52.42
FLUSHING-NORTH,83,1962,77620,Queens,54.12
FLUSHING-NORTH,24,1988,25333,Queens,61.22
FLUSHING-NORTH,22,2006,26800,Queens,104.81
FLUSHING-NORTH,23,2008,22982,Queens,109.43
FLUSHING-NORTH,32,1990,38680,Queens,65.41
FLUSHING-NORTH,18,2000,20448,Queens,87.88
FLUSHING-NORTH,22,1987,19037,Queens,64.09
FLUSHING-NORTH,9,2004,5664,Queens,96.4
FLUSHING-NORTH,17,2003,15189,Queens,102.64
FLUSHING-NORTH,14,2008,13640,Queens,83.72
FLUSHING-NORTH,169,2008,197318,Queens,122.65
FLUSHING-NORTH,279,2008,352672,Queens,116.67
FLUSHING-NORTH,8,2008,7120,Queens,114.89
FLUSHING-NORTH,16,1990,11250,Queens,60.89
FLUSHING-NORTH,15,2005,17655,Queens,101.5
FLUSHING-NORTH,10,2008,6109,Queens,177.44
FLUSHING-NORTH,14,1987,12336,Queens,57.69
FLUSHING-NORTH,24,2001,22116,Queens,85.14
FLUSHING-NORTH,23,2008,30302,Queens,109.46
FLUSHING-NORTH,99,2005,106500,Queens,100.54
FLUSHING-NORTH,27,1987,23951,Queens,56.78
FLUSHING-NORTH,48,1965,37660,Queens,51.65
FLUSHING-NORTH,66,2001,64520,Queens,96.76
FLUSHING-NORTH,16,1986,20020,Queens,60.29
FLUSHING-NORTH,102,1985,170000,Queens,55.56
FLUSHING-NORTH,68,1989,89200,Queens,59.56
FLUSHING-NORTH,48,1986,62720,Queens,56.22
FLUSHING-NORTH,8,1989,6620,Queens,57.66
FLUSHING-NORTH,227,1986,232145,Queens,57.81
FLUSHING-NORTH,89,1961,75515,Queens,51.87
FLUSHING-NORTH,72,1997,77117,Queens,69.49
FLUSHING-NORTH,57,1986,43200,Queens,60.49
FLUSHING-NORTH,32,1990,36336,Queens,59.64
FLUSHING-NORTH,14,2005,15229,Queens,100.73
FLUSHING-NORTH,80,1958,75600,Queens,50.69
FLUSHING-NORTH,56,1938,53000,Queens,47.94
FLUSHING-NORTH,21,2004,14912,Queens,98.24
FLUSHING-NORTH,21,2006,26892,Queens,109.4
FLUSHING-NORTH,42,2007,27060,Queens,124.02
FLUSHING-NORTH,36,2008,33762,Queens,127.66
FLUSHING-NORTH,12,2005,12712,Queens,98.17
FLUSHING-NORTH,32,2006,51000,Queens,108.37
FLUSHING-NORTH,24,2005,29971,Queens,109.41
FLUSHING-NORTH,26,2008,24122,Queens,115.95
FLUSHING-NORTH,23,1999,16383,Queens,64.95
FLUSHING-NORTH,24,2005,62800,Queens,105.64
FLUSHING-NORTH,70,1929,53175,Queens,50.93
FLUSHING-NORTH,78,1937,85000,Queens,52.92
FLUSHING-NORTH,24,1981,17340,Queens,53.17
FLUSHING-NORTH,16,1932,17213,Queens,70.59
FLUSHING-NORTH,15,1986,15096,Queens,61.61
FLUSHING-NORTH,8,2008,5809,Queens,106.04
FLUSHING-NORTH,20,1991,19460,Queens,53.93
FLUSHING-NORTH,20,2006,16385,Queens,102.29
FLUSHING-NORTH,16,1987,13000,Queens,41.69
FLUSHING-NORTH,20,1962,18010,Queens,53.08
FLUSHING-NORTH,17,1987,16145,Queens,54.01
FLUSHING-NORTH,12,1988,10562,Queens,55.82
FLUSHING-NORTH,26,1982,23400,Queens,55.94
FLUSHING-NORTH,52,1982,46800,Queens,55.7
FLUSHING-NORTH,54,1982,48600,Queens,55.68
FLUSHING-NORTH,16,1982,14400,Queens,55.76
FLUSHING-NORTH,14,1982,12600,Queens,55.79
FLUSHING-NORTH,16,1982,14400,Queens,55.76
BAYSIDE,543,1983,515402,Queens,74.61
BAYSIDE,100,1983,89015,Queens,72.21
BAYSIDE,240,1983,216662,Queens,75.16
BAYSIDE,138,1983,124491,Queens,73.45
BAYSIDE,16,1983,13073,Queens,73.51
BAYSIDE,11,2008,17287,Queens,122.35
BAYSIDE,47,1989,32208,Queens,55.66
FLUSHING-SOUTH,90,1963,86652,Queens,56.09
FLUSHING-SOUTH,318,1950,219528,Queens,53.17
HILLCREST,458,1967,454660,Queens,53.95
FLUSHING-SOUTH,71,1987,51125,Queens,66.05
FLUSHING-SOUTH,7,2006,5216,Queens,109.66
FLUSHING-SOUTH,8,2007,6214,Queens,109.59
FLUSHING-SOUTH,11,2006,11840,Queens,101.27
FLUSHING-SOUTH,42,2007,66085,Queens,111.57
FLUSHING-SOUTH,14,2008,14514,Queens,109.62
BAYSIDE,27,1950,18600,Queens,47.96
BAYSIDE,38,1950,26190,Queens,47.88
OAKLAND GARDENS,179,1960,212533,Queens,66.94
LITTLE NECK,63,1941,61840,Queens,65.85
OZONE PARK,40,1988,31315,Queens,54.1
WOODHAVEN,15,1959,12208,Queens,38.62
WOODHAVEN,6,1959,4497,Queens,38.4
WOODHAVEN,63,1959,53790,Queens,38.63
WOODHAVEN,3,1959,3800,Queens,38.79
KEW GARDENS,36,1928,40235,Queens,45.68
KEW GARDENS,20,1982,16275,Queens,53.93
BRIARWOOD,223,1966,196355,Queens,62.1
BRIARWOOD,20,1990,19000,Queens,49.79
BRIARWOOD,53,2007,29969,Queens,114.52
BRIARWOOD,41,2009,45787,Queens,75.04
JAMAICA,346,2006,247713,Queens,81.14
JAMAICA,32,2007,78540,Queens,129.95
JAMAICA,55,2008,60600,Queens,114.97
JAMAICA,12,2006,10431,Queens,103.82
JAMAICA,18,2008,27452,Queens,93.95
JAMAICA ESTATES,32,2006,32317,Queens,106.69
JAMAICA ESTATES,24,1986,19448,Queens,52.7
HOLLIS,6,2005,6182,Queens,109.56
HOWARD BEACH,150,1966,202489,Queens,57.25
HOWARD BEACH,150,1967,199444,Queens,51.27
HOWARD BEACH,156,1965,198707,Queens,55.25
HOWARD BEACH,163,1965,198687,Queens,57.58
HOWARD BEACH,95,1977,52400,Queens,53.95
SOUTH OZONE PARK,24,1927,19200,Queens,40.78
FAR ROCKAWAY,64,1961,73060,Queens,32.52
FAR ROCKAWAY,42,2007,51175,Queens,98.47
FAR ROCKAWAY,46,2007,58600,Queens,105.77
FAR ROCKAWAY,126,2006,156952,Queens,62.78
HAMMELS,86,2006,111775,Queens,89.89
HAMMELS,66,2005,93315,Queens,97.11
HAMMELS,78,2005,82862,Queens,89.9
HAMMELS,20,2005,27560,Queens,78.34
HAMMELS,40,2009,48680,Queens,340.12
ROCKAWAY PARK,78,2007,98222,Queens,86.56
ROCKAWAY PARK,52,2006,53200,Queens,91.64
ROCKAWAY PARK,93,2005,74400,Queens,113.06
ROCKAWAY PARK,26,2005,41713,Queens,113.06
ROCKAWAY PARK,81,1986,82600,Queens,36.36
MOTT HAVEN/PORT MORRIS,11,1904,21092,Bronx,30.96
MORRISANIA/LONGWOOD,61,2006,72000,Bronx,62.56
MORRISANIA/LONGWOOD,128,2007,150121,Bronx,39
MORRISANIA/LONGWOOD,58,2007,63872,Bronx,39
MORRISANIA/LONGWOOD,90,2008,128643,Bronx,39
MORRISANIA/LONGWOOD,110,2005,99240,Bronx,39
MORRISANIA/LONGWOOD,88,2006,76984,Bronx,68.9
HIGHBRIDGE/MORRIS HEIGHTS,28,2005,24262,Bronx,61.82
MORRISANIA/LONGWOOD,8,1903,7745,Bronx,41.83
MORRISANIA/LONGWOOD,13,1909,14384,Bronx,68.9
MORRISANIA/LONGWOOD,70,2005,72717,Bronx,27.83
MORRISANIA/LONGWOOD,124,2005,125905,Bronx,34.44
MORRISANIA/LONGWOOD,111,2006,112935,Bronx,41.92
MORRISANIA/LONGWOOD,300,2005,279904,Bronx,56.19
MORRISANIA/LONGWOOD,78,1930,93600,Bronx,25.92
MORRISANIA/LONGWOOD,16,2007,18300,Bronx,49.51
MORRISANIA/LONGWOOD,10,2005,12319,Bronx,31.98
MORRISANIA/LONGWOOD,12,2005,10816,Bronx,41.42
EAST TREMONT,98,2007,98608,Bronx,77.6
EAST TREMONT,16,2006,14200,Bronx,71.34
BELMONT,40,2007,48750,Bronx,56.45
EAST TREMONT,12,2007,14664,Bronx,68.06
KINGSBRIDGE HTS/UNIV HTS,69,2008,53311,Bronx,23.86
KINGSBRIDGE/JEROME PARK,40,2006,48023,Bronx,48.93
KINGSBRIDGE/JEROME PARK,12,2008,19603,Bronx,50.2
KINGSBRIDGE/JEROME PARK,16,2006,21861,Bronx,49.13
BEDFORD PARK/NORWOOD,110,1968,79920,Bronx,37.3
BEDFORD PARK/NORWOOD,18,1993,16638,Bronx,39.19
SOUNDVIEW,40,1989,47376,Bronx,47.37
SOUNDVIEW,10,1989,11912,Bronx,36.35
SOUNDVIEW,14,1989,15972,Bronx,34.56
SOUNDVIEW,18,1989,22199,Bronx,47.39
SOUNDVIEW,18,1989,20304,Bronx,47.38
SOUNDVIEW,28,1989,34516,Bronx,47.37
PARKCHESTER,128,1933,109764,Bronx,35.11
BRONX-UNKNOWN,2121,1933,1867373,Bronx,30.24
BRONX-UNKNOWN,2659,1933,2723821,Bronx,33.89
PARKCHESTER,3378,1933,3364977,Bronx,30.24
SCHUYLERVILLE/PELHAM BAY,21,2003,16688,Bronx,49.68
MORRIS PARK/VAN NEST,100,2005,108100,Bronx,26.9
PELHAM PARKWAY SOUTH,48,1964,56000,Bronx,30.55
BRONXDALE,122,1960,116200,Bronx,26.9
BRONXDALE,122,1960,127290,Bronx,26.9
BRONXDALE,74,2007,85582,Bronx,33.03
WILLIAMSBRIDGE,24,2006,19225,Bronx,44.84
WILLIAMSBRIDGE,24,2005,29320,Bronx,40.08
THROGS NECK,15,2000,12624,Bronx,47.45
THROGS NECK,45,1998,63738,Bronx,41.4
THROGS NECK,20,1997,19080,Bronx,72.27
CITY ISLAND,16,1897,16605,Bronx,40.83
RIVERDALE,73,1983,99590,Bronx,45.06
RIVERDALE,24,1941,35000,Bronx,48.09
RIVERDALE,36,1986,62350,Bronx,47.08
KINGSBRIDGE/JEROME PARK,53,2005,56512,Bronx,84.8
RIVERDALE,106,1962,132000,Bronx,48.1
KINGSBRIDGE/JEROME PARK,25,2004,55005,Bronx,58.83
RIVERDALE,78,1928,95061,Bronx,37.14
RIVERDALE,15,1988,10108,Bronx,70.74
RIVERDALE,26,2004,105300,Bronx,58.43
RIVERDALE,32,1989,30743,Bronx,54.03
RIVERDALE,9,2006,9973,Bronx,69.09
RIVERDALE,31,2005,52918,Bronx,80.77
RIVERDALE,15,2002,14969,Bronx,70.88
RIVERDALE,23,2005,40468,Bronx,52.31
RIVERDALE,68,1962,71146,Bronx,45.43
RIVERDALE,12,2004,20280,Bronx,54.29
RIVERDALE,11,2004,25166,Bronx,74.79
RIVERDALE,177,1955,292370,Bronx,66.52
RIVERDALE,12,1940,15934,Bronx,47.98
NEW BRIGHTON-ST. GEORGE,131,1995,180775,Staten Island,35.9
NEW BRIGHTON-ST. GEORGE,57,2005,62045,Staten Island,46.22
NEW BRIGHTON,159,1986,119085,Staten Island,41.39
NEW BRIGHTON,,1986,17068,Staten Island,41.89
NEW BRIGHTON,28,1986,17983,Staten Island,41.15
WEST NEW BRIGHTON,44,1989,28943,Staten Island,39.69
SILVER LAKE,63,1931,64500,Staten Island,35.81
SILVER LAKE,47,1937,51552,Staten Island,35.8
TOMPKINSVILLE,147,1965,159096,Staten Island,35.81
SUNNYSIDE,66,1981,65392,Staten Island,35.8
GRYMES HILL,93,1987,72970,Staten Island,50.09
NEW SPRINGVILLE,243,1990,208726,Staten Island,46.22
NEW SPRINGVILLE,177,1983,195678,Staten Island,33.74
NEW SPRINGVILLE,31,1989,35212,Staten Island,40.99
NEW SPRINGVILLE,31,1989,35212,Staten Island,40.99
NEW SPRINGVILLE,31,1989,35212,Staten Island,40.99
NEW SPRINGVILLE,31,1989,35212,Staten Island,40.99
NEW SPRINGVILLE,37,1989,47880,Staten Island,40.34
NEW SPRINGVILLE,52,1987,64512,,35.79
NEW SPRINGVILLE,37,1988,47880,Staten Island,44.18
NEW SPRINGVILLE,37,,47880,Staten Island,44.18
ROSEBANK,52,,62391,Staten Island,53.76
ARROCHAR-SHORE ACRES,102,1987,90618,Staten Island,57.75
GRANT CITY,100,1986,78903,Staten Island,59.4
GRANT CITY,159,1961,166712,Staten Island,35.8
GREAT KILLS,67,1965,108864,Staten Island,33.74
