Type,Alcohol,Malic_Acid,Ash,Ash_Alcalinity,Magnesium,Total_Phenols,Flavanoids,Nonflavanoid_Phenols,Proanthocyanins,Color_Intensity,Hue,OD280_OD315,Proline
A,14.38,4.3,3.29,19.56,120.41,3.79,3.2,0.7,2,6.15,0.97,3.83,1276.23
A,14.87,4.5,2.54,20.14,113.25,3.51,3.44,0.93,1.6,6.49,1.52,4.75,1177.11
A,14.23,4.93,3.26,20.51,118.58,3.66,4.13,0.7,2.16,7.55,0.93,3.95,1167.54
A,14.26,4.86,2.86,19.54,119.99,3.09,3.17,0.59,2.95,7.74,1.44,4.53,1271.45
A,14.7,4.32,2.58,21.2,114.44,3.01,4.6,0.88,3.14,6.58,1.22,3.43,1267.12
A,14.68,4.09,2.92,19.28,113.14,3.77,3.66,0.41,2.45,7.64,1.26,5.08,1098.28
A,14.85,4.74,3.34,19.36,119.73,3.2,2.88,1.14,1.4,7.45,1.73,4.38,1149.6
A,14.66,4.81,2.79,21.89,115.81,3.28,3.96,0.6,1.42,7.59,0.97,4.57,1167.19
A,14.98,4.34,2.58,20.23,111.85,2.96,3.08,1,2.01,7.67,1.74,3.87,1267.2
A,15.2,4.92,3.11,20.21,120.8,3.52,3.74,0.61,2,8.13,1.67,4.92,1093.86
A,14.41,4.47,2.68,19.6,116.61,3.53,3.56,0.3,2.12,8.04,1.03,3.91,1146.62
A,14.5,4.2,2.55,20.68,114.29,3.13,3.76,0.64,3.22,7.14,1,3.6,1143.23
A,14.52,4.99,2.76,20.7,112.83,2.88,3.82,1.18,1.37,7.62,1.06,4.07,1250.68
A,14.81,4.76,2.59,20.08,117.38,3.64,3.07,0.57,3.09,7.71,0.91,5.28,1166.53
A,14.83,4.32,2.57,19.77,114.36,3.14,4.43,0.55,1.82,7.45,1.6,4.71,1116.33
A,14.97,4.84,2.69,21.73,114.11,3.58,4.21,0.84,1.71,6.84,0.88,3.86,1098.56
A,14.26,4.3,2.74,21.22,120.92,3.18,3.89,0.66,3.08,7.38,1.41,5.13,1207.35
A,14.5,4.01,2.96,16.51,107.43,3.38,4.57,1.01,2.38,6.86,1.57,3.45,1190.06
A,14.92,3.83,3.22,16.96,105.08,3.67,3.71,0.64,3.55,5.33,1.23,3.98,1172.22
A,14.84,4,2.68,18.01,111.65,3.85,5.06,0.76,3.38,7.26,1.21,4.84,1088.79
A,14.95,4.27,3.07,17.46,106.61,4.07,4.28,0.64,3.55,5.7,1.94,4.38,1180.13
A,14.42,4.36,2.56,18.8,109.5,4.08,3.99,1.2,3.64,6.68,1.16,4.94,1076.3
A,14.78,3.67,2.91,18.91,102.6,3.8,4.05,1.21,4.07,7.29,1.72,3.83,1139.42
A,14.49,3.83,3.07,17.19,111.22,3.49,4.91,1.11,2.91,5.8,1.23,3.68,1191.67
A,14.8,4.01,2.73,16.93,108.5,3.64,4.94,0.71,2.82,4.97,1.57,4.53,1096.07
A,15.06,4.34,2.89,17.87,104.48,3.99,4.9,0.36,2.62,6,1.46,3.89,1142.82
A,14.4,3.6,3.22,16.2,103.2,3.65,4.47,0.73,2.87,6.66,1.74,4.7,1138.53
A,14.63,4.43,3.21,18.02,104.64,3.53,3.76,0.77,3.82,5.04,1.43,4.5,1256.85
A,14.4,3.78,2.94,16.01,109.96,4.04,5.05,1.02,3.59,5.62,2,4.69,1187.24
A,14.79,3.6,2.63,18.05,109.04,4.01,4.14,0.74,2.93,7.73,1.98,3.65,1213.2
A,14.81,3.75,2.75,17.3,107.37,3.87,3.6,0.77,3.85,7.59,1.64,4.65,1097.84
A,15.15,3.77,2.47,18.75,105.16,3.27,4.4,0.63,3.22,7.15,1.32,4.59,1179.29
A,15,4.07,2.53,17.91,102.79,4.18,4.38,1.09,3.92,6.95,1.57,3.55,1237.25
A,14.54,4.55,2.67,16.63,105.19,3.54,4.14,1.17,2.96,7.36,1.87,4.71,1107.74
A,14.62,3.85,2.78,16.9,105.78,3.74,4.91,0.46,2.61,5.28,2.03,4.28,1220.33
A,14.64,3.87,3.19,18.46,106.71,3.65,5.11,0.81,4.16,7.22,1.63,4.4,1168.53
A,14.67,3.87,2.48,17.47,109.36,3.7,3.88,0.62,4.06,5.59,1.9,4.6,1215.55
A,13.93,1.87,2.9,16.47,108.47,4.09,4.43,1.15,3.82,9.03,1.61,3.76,1055
A,14.57,1.83,2.88,16.06,110.8,3.28,4.21,0.56,2.48,8.32,1.09,4.42,1176.81
A,14.43,1.77,2.83,18.79,102.56,3.37,3.86,0.3,2.65,7.89,1.7,5.29,1045.77
A,14.71,2.01,2.61,18.12,102.8,3.43,4,0.77,3.41,8.36,1.09,5.16,1072.53
A,14.12,2.45,2.57,18.21,102.01,4.03,5.32,0.82,3.82,9,1.51,3.79,1142.86
A,14.61,1.72,2.71,17.89,106.76,4.1,4.45,1.17,2.44,9.09,1.5,4.75,997.09
A,14.77,2.22,2.64,17.18,108.76,4.05,4.32,0.69,2.21,8.48,1.85,4.92,1069.14
A,14.43,2.58,2.28,18.69,101.46,3.36,3.42,0.68,2.83,6.36,1.84,4.36,1066.41
A,14.41,2.41,2.64,17.7,101.76,4.09,3.78,1.08,3.26,6.33,1.66,3.38,1030.04
A,14.8,2.3,2.19,18.98,107.94,3.69,5.22,0.28,2.29,7.87,0.93,4.68,1012.7
A,14.55,1.95,2.98,17.79,104.3,3.9,3.83,0.52,3.03,8.19,1.3,3.74,1030.46
A,14.89,1.77,2.28,18.13,107.29,3.29,4.3,0.77,3.33,7.97,0.92,3.93,1058.06
A,14.4,1.85,2.28,16.29,109.63,3.29,5.34,0.44,3.02,8.3,1.44,4.97,1087.34
A,13.99,1.8,2.85,18.56,110.08,3.99,4.76,0.22,3.2,7.92,0.95,5.3,1127.47
A,14.31,2.45,2.71,18.32,102.39,3.85,4.23,0.93,2.27,9.02,1.08,3.46,1020.55
A,14.68,1.84,2.85,18.76,107.73,3.39,5.23,0.59,2.29,8.45,1.45,4.69,1063.69
A,14.55,2.27,2.25,17.53,108.37,3.27,4.96,0.86,2.56,7.57,1.61,4.17,1010.98
A,14.83,2.32,2.48,17.5,109.42,4.09,3.41,1.07,2.35,7.42,1.4,3.37,1062.8
A,14.16,2.53,2.54,18.32,110.74,3.95,5.37,1.05,3.53,9.1,1.19,4.66,1032.09
A,14.33,2.1,2.39,18.35,104.07,4.06,4.3,0.51,2.86,8.22,1.7,4.05,1107.82
A,14.26,2.2,2.62,19.76,109.01,3.43,4.46,0.81,3.26,7.41,1.97,4.05,1228.69
A,14.75,2.68,2.68,20.66,105.13,3.36,3.23,0.86,2.77,8.11,2.06,3.6,1067.18
A,15.07,3,2.67,20.41,109.44,3.42,3.57,0.51,3.69,8.94,1.51,3.36,1090.18
A,14.75,2.94,3.28,21.39,112.56,2.96,4,0.75,3.77,8.87,1.58,4.66,1225.8
A,15.02,2.11,2.94,20.5,112.26,2.88,4.5,0.76,2.46,8.3,1.55,4.06,1118.88
A,14.76,2.35,2.61,19.99,104.13,3.01,3.93,1,3.95,7.59,1.78,4.17,1207.35
A,14.68,2.39,3.2,20.33,112.69,2.82,3.03,1.09,3.79,6.36,1.26,3.52,1237.39
A,14.39,2.7,3.08,19.5,111.68,2.8,4.78,0.71,3.32,8.5,1.31,3.92,1254.93
A,14.26,2.54,2.61,19.83,109.1,3.04,4.7,0.98,3.67,7.66,1.89,2.88,1095.38
A,14.75,2.27,2.78,20.77,111.53,3.39,2.99,0.82,3.85,8.04,1.08,2.98,1176.67
A,14.19,2.03,3.02,19.22,108.43,3.63,4.47,0.99,3.9,7.58,1.39,3.62,1170.84
A,14.76,2.22,3.08,19.53,109.45,3.65,3.56,1.22,4.1,8.9,1.83,3.15,1124.76
A,14.29,2.51,3.36,20.57,103.93,3.39,3.84,1.22,4.1,7.24,1.58,3.33,1234.08
A,15,2.4,2.47,20,108.31,2.92,4.9,0.97,4.37,8.57,1.32,4.59,1259.88
A,14.42,3.01,2.72,19.3,111.31,2.81,4.74,1.16,2.86,7.55,1.09,3.61,1104.41
A,15.02,2.56,2.71,19.06,108.81,3.2,4.34,0.66,4.35,8.7,1.97,3.21,1180.56
A,14.67,2.14,2.71,19.03,104.86,3.48,3.35,1.04,4.24,7.41,1.59,4.68,1091.94
A,14.57,2.64,2.61,19.71,111.53,3.5,4.68,0.89,4.11,7,1.38,3.05,1165.18
A,14.5,2.34,2.41,19.38,103.27,3.23,3.83,0.91,3.99,7.4,1.51,4.02,1083.02
A,14.67,2.99,3.38,21.01,112.97,3.07,3.64,0.72,2.79,7.79,1.09,3.73,1250.84
A,14.57,2.02,2.41,17.95,110.79,3.18,5.11,0.45,3.61,10.08,1.27,3.12,1454.03
A,14.45,1.98,3.16,19.55,115.05,3.83,3.62,0.97,2.33,10.54,1.49,3.33,1368.62
A,14.52,2.63,3.08,19.39,108.12,3.82,4.54,0.86,3.05,9.1,1.78,3.99,1404.85
A,14.89,1.88,2.3,17.93,114.67,3.64,4.86,0.57,2.69,10.64,2.06,4.3,1423.31
A,14.52,2.27,2.29,18.01,117.98,3.17,3.92,0.49,2.9,10.2,1.13,3.93,1320.17
A,14.36,2.3,2.67,18.6,117.54,3.54,3.63,0.61,3.45,9.69,1.63,3.97,1340.11
A,14.05,1.99,3.04,19.67,108.27,3.31,5.09,1.25,4.06,11.36,1.89,3.43,1459.57
A,14.2,1.87,2.41,18.02,109.55,3.83,5.03,0.46,3.73,11.83,1.89,4.22,1412.62
A,14.06,2.22,2.63,18.33,110.37,3.49,4.31,1.06,2.8,10.46,1.35,3.23,1443.68
A,14.54,1.73,2.77,17.87,112,2.91,5.34,0.59,2.31,10.32,1.72,4.84,1260.09
A,14.82,2.38,2.8,19.07,110.86,3.73,4.49,0.68,4.01,11.12,1.39,4.33,1330.32
A,14.05,2.52,2.56,17.81,111.99,3.1,3.96,0.34,3.67,9.89,1.49,3.39,1308.72
A,13.96,1.94,3.21,18.57,115.66,3.38,3.82,0.49,2.66,10.17,1.52,4.31,1457.91
A,14.08,1.77,2.69,19.46,112.4,3.13,4.89,0.82,2.91,11.07,1.41,4.76,1289.26
A,14.77,2.62,2.51,19.42,115.2,3.8,4.95,0.34,2.37,10.39,1.22,3.58,1413.86
A,14.23,2.54,2.45,18.1,108.08,3.17,5.39,1.28,2.18,9.33,1.72,3.31,1361.21
A,14.47,2.62,3.26,18.31,113.68,3.81,5.52,0.79,2.87,11.6,2.11,4.53,1321.78
A,14.53,2.21,3.02,17.63,116.22,3.73,5.44,0.62,2.75,9.92,1.28,4.58,1452.5
A,14.64,2.27,2.82,19.07,117.54,3.29,3.99,1.14,2.27,10.45,1.28,3.32,1292.51
A,14.3,2.15,2.84,18.99,114.67,3.66,4.21,0.35,2.94,11.3,2.01,3.26,1389.38
A,14.02,1.87,2.11,14.25,96.29,3.28,3.66,0.2,3.96,8.08,1.79,3.6,1186.92
A,13.61,1.97,2.36,14.86,97.44,3.39,5.02,0.32,4.1,7.36,1.19,4.33,1266.12
A,13.13,1.77,2.33,14.04,95.67,2.96,4.61,0.32,3.01,7.84,1.88,4.53,1315.77
A,13.74,2.13,2.66,14.28,97.57,3.38,3.52,0.58,4.27,10.09,1.88,3,1191.04
A,13.33,2.19,2.42,13.15,97.38,3.46,3.63,0.55,3.76,8.62,1.45,2.96,1210.07
A,13.87,2.13,2.61,13.5,101.34,3.11,4.54,0.34,4.85,9.41,2.08,4.82,1292.47
A,14.04,2.04,2.46,12.47,100.84,3.23,3.58,0.75,3.55,8.23,1.21,4.5,1159.12
A,13.56,2.51,2.71,13.09,101.55,3.66,4.04,0.45,4.61,9.95,1.53,4.22,1332.92
A,13.88,2.58,2.68,12.77,93.25,2.79,3.89,1.17,4.75,9.11,1.27,3.79,1195.37
A,13.56,2.06,2.82,13.86,92.21,2.97,4.76,0.55,3.87,10.02,1.48,4.18,1232.96
A,13.67,1.93,2.81,15.34,94.58,2.8,4.06,0.72,4.06,7.4,1.64,4.06,1208.89
A,13.47,2.02,2.87,13.81,100.37,2.74,3.48,1.06,3.64,9,1.57,4.61,1222.15
A,13.79,2.48,2.05,13.07,96.81,3.69,4.97,0.19,4.13,9.63,1.73,4.36,1284.22
A,13.32,1.8,2.45,12.77,98.4,2.78,5,0.93,4.58,7.5,1.28,3.91,1242.44
A,13.43,1.79,2.29,15.03,100.41,2.75,4.12,0.32,4.29,10.03,1.56,3.68,1246.36
A,13.33,2.63,2.2,14.24,93.65,2.87,5.23,0.61,3.38,7.41,1.39,4.74,1241.66
A,13.49,2.14,2.64,14.05,97.66,3.12,3.5,0.57,3.94,8.68,1.91,4.18,1163.04
A,13.14,1.78,2.3,12.71,98.07,3.37,4.38,0.81,3.95,9.09,1.48,4.83,1245.79
A,13.65,2.01,2.89,14.56,93.24,3.43,4.93,1.16,3.42,8.37,1.41,3.68,1243.74
A,13.58,2.25,2.35,15.19,98,3.32,5.27,1,3.02,8.05,1.28,4.16,1261.47
A,14.64,2.33,2.8,18.73,103.61,2.66,4.74,0.64,3.86,7.36,1.38,5.12,1346.62
A,13.93,2.08,3.28,18.3,97.96,3.43,3.17,0.42,3.71,8.56,1.85,5.18,1311.82
A,14.62,2.04,2.85,17.59,95.62,3.2,3.79,0.64,4.21,6.48,1.28,4.18,1453.16
A,14.22,2.34,3.41,19.17,97.05,3.31,4.09,0.69,2.37,8.23,1.86,4.77,1307.45
A,14.74,2.15,3.5,17.79,96.73,3.17,3.22,0.74,3.69,8.5,1.4,4.66,1459.96
A,14.83,1.92,2.62,17.98,100.73,3.35,3.27,0.31,2.57,6.95,1.91,4.68,1282.19
A,14.58,2.48,3.35,18.17,100.76,3.26,4.75,1.01,2.51,7.5,1.81,5.31,1289.13
A,14.31,1.69,2.94,18.98,103.64,2.47,3.08,0.92,2.81,5.65,1.95,4.92,1299.16
A,14.6,2.11,3.43,19.54,95.66,3.31,3.12,0.58,3.29,8.44,1.6,4.09,1398.31
A,13.96,2.42,2.86,17.34,99.53,2.95,3.12,0.59,2.4,8.48,1.45,4.59,1386.66
A,14.72,2.26,2.66,18.46,97.25,2.81,3.21,0.79,2.99,8.3,1.97,3.62,1358.14
A,14.76,2.01,2.67,19.2,99.76,2.58,3.77,0.56,4.16,7.17,1.86,4.36,1427.23
A,14,1.92,2.72,18.46,99.7,3.04,4.71,0.78,3.22,6.74,1.79,3.46,1277.18
A,13.94,2.15,3.37,18.93,95.27,2.61,3.87,0.77,3.93,7.35,2.08,3.79,1433.71
A,14.09,1.73,2.67,18.05,98.78,2.71,3.92,1.2,3.95,6.45,2.21,4.41,1430.82
A,14.37,2.33,3.53,19.06,96.63,2.52,4.81,1.08,2.74,8.04,1.9,4.66,1326.94
A,14.19,1.91,2.78,19.04,94.76,2.7,3.7,0.23,3.87,8.33,2.24,4.75,1406.46
A,14.4,2.01,3.1,19.27,102.76,2.48,4.24,1.12,3.43,7.55,1.4,3.66,1284.49
A,14.41,1.65,2.95,17.21,97.84,2.61,4.27,0.65,2.5,7.39,1.94,4.55,1425.92
A,14.14,1.69,3.3,20.1,101.42,3.04,3.12,1.07,3.64,5.66,1.92,3.85,1395.86
A,14.02,2.68,3.02,15.73,119.33,4.32,5.57,1.23,2.05,8.94,1.38,4.45,1286.52
A,14.08,1.84,2.95,16.88,117.59,4.27,3.78,0.47,2.48,9.24,1.68,4.06,1305.4
A,14.75,1.93,2.99,16.47,118.73,4.42,4.89,0.48,3.19,8.49,1.59,5.05,1268.95
A,14.57,1.86,3.3,16.23,113.88,4.23,4.79,0.56,3.51,8.83,1.06,4.11,1363.69
A,14.6,2.02,3.22,14.21,112.77,4.22,3.87,1.22,2.37,9.71,1.2,4.04,1250.45
A,14.08,2.38,3.37,14.84,112.12,4.08,4.16,1.3,2.17,7.83,1.75,5.18,1360.53
A,14.11,2.03,2.47,14.06,114.13,3.9,4.29,0.47,2.53,7.75,1.94,3.72,1380.92
A,14.02,2.31,3.33,14.91,119.19,4.57,5.53,0.66,2.38,9.11,1.03,4.42,1246.75
A,14.1,2.27,2.65,16.64,112.99,4.68,4.9,0.55,2.04,8.02,1.18,4.83,1284.56
A,13.93,2.15,3.25,16.33,120.46,3.92,3.87,0.75,3.43,7.63,1.17,5.03,1251.55
A,14.2,2.09,2.9,14.22,118.14,4.86,4.16,0.95,3.25,8.54,1.68,3.33,1262.27
A,14.54,2.51,3.38,16.2,117.98,4.13,5.35,0.93,2.92,9.11,1.8,4.6,1298.81
A,13.96,2.08,3,14.5,115.16,4.59,5.39,1.12,1.89,9.13,1.89,5.16,1245.13
A,14.81,2.42,2.74,16.14,112.1,4.63,4.07,1.26,3.02,8.68,1.64,4.64,1350.59
A,14.51,1.83,3.25,14.8,115.34,4.18,5.01,0.53,2.39,10.04,1.97,4.51,1242.81
A,14.79,2.44,2.99,15.9,116.29,4.62,4.78,1.14,3.21,7.33,1.3,4.84,1304.14
A,14.34,1.84,2.68,14.88,117.43,4.39,4.65,1.07,3.48,9.46,1.83,3.56,1200.94
A,14.31,2.37,3.08,15.57,118.51,4.73,5.72,1.17,3.27,7.9,1.17,4.07,1290.69
A,14.18,2.18,3.11,15.57,113.9,4.49,4.23,1.23,2.04,8.02,1.65,3.42,1331.37
A,13.82,1.78,3.32,14.98,111.73,4.16,5,0.54,3.63,7.68,1.58,3.27,1302.4
A,13.82,2.56,3.32,18.11,123.68,3.71,4.46,0.41,1.73,8.3,1.27,3.5,1547.92
A,14.29,2.7,3.67,19.61,118.58,3.85,2.84,1.25,2.25,6.69,2.11,3.76,1380.58
A,14.15,2.02,3.31,18.59,124.38,3.4,3.86,0.46,3.01,6.86,1.3,4.23,1482.95
A,14.51,2.45,3.06,19.8,121.09,3.38,4.06,1.21,1.81,7.48,1.29,4.56,1380.27
A,13.87,2.72,3.2,17.66,116.58,3.28,3.22,1.05,2.7,6.73,1.92,3.84,1399.84
A,14.73,2.83,3.19,19.21,122.87,3.9,3.3,1.02,2.33,8.35,2.01,3.17,1389.31
A,14.35,2.45,3.59,17.48,121.71,3.71,4.7,1.14,3.31,7.06,2.12,4.82,1405.86
A,14.53,2.51,2.76,17.99,122.68,3.44,4.75,1.23,3.02,7.95,1.62,3.32,1379.99
A,14.02,2,3.23,19.07,119.82,3.83,4.78,0.66,2.02,6.89,1.34,3.21,1500.88
A,14.23,2.27,3.43,19.01,123.71,3.09,4.33,0.57,2.02,8.6,2.13,4.67,1422.23
A,14.4,2.49,2.86,19.4,120.87,3.47,2.92,0.82,2.69,6.89,2.11,3.25,1563.33
A,14.55,2.38,2.85,18.96,124.67,3.32,4.3,1.26,2.51,8.53,1.47,3.59,1450.26
A,13.89,2.65,3,18.1,119.79,3.53,2.97,0.55,3.53,6.86,1.28,3.18,1477.03
A,13.83,2.31,3.55,17.62,124.63,3.3,3.96,0.43,2.53,9,1.67,4.03,1540.72
A,14.06,2.51,3.46,18.86,124.88,3.54,4.72,0.99,3.49,6.45,1.99,3.26,1399.37
A,13.79,2.72,2.85,18.97,115.67,3.67,3.58,1.37,2.2,6.77,1.41,4.31,1540.47
A,14.52,2.58,3,19.31,123.96,3.17,3.45,1.29,3.35,7.61,1.18,3.34,1451.1
A,13.9,1.99,3.03,17.83,123.61,3.76,4.38,0.49,2.26,6.77,1.36,4.72,1471.52
A,14.51,2.63,3.32,17.93,119.58,3.23,2.82,1.08,2.52,9.05,2.03,3.16,1507.14
A,14.1,2.64,2.95,18.67,120.14,3.52,3.24,1.18,2.11,8.47,1.63,4.44,1505.01
A,14.24,2.57,2.47,16.45,119.86,3.19,4.35,0.7,3.35,6.65,1.15,5.11,1163.33
A,14.46,2.15,3.25,16.98,120.1,3.24,3.39,0.44,3.44,5.9,1.44,5,1067.55
A,14.02,2.14,2.74,18.91,119.74,3.31,4.34,0.23,3.48,8.78,1.21,3.88,1093.07
A,14.64,2.47,2.86,19.38,127.38,2.69,3.89,1.1,3.25,6.26,1.06,3.95,1127.3
A,14.74,1.82,2.96,16.85,122.57,3.34,4.68,1.17,2.57,7.73,1.11,3.93,1218.44
A,14.5,1.81,2.99,18.39,126.73,2.85,3.64,0.74,2.94,6.05,1.43,3.74,1226.95
A,14.06,2.07,2.64,18.02,126.21,3.29,4.62,0.31,3.58,7.06,1.22,3.59,1098.57
A,13.88,2.24,2.84,17.31,121.19,2.92,4.34,1.13,2.4,8.49,1.16,4.94,1215.66
A,14.36,1.85,2.36,18.68,126.97,2.85,4.75,0.44,3.04,5.88,1.76,3.65,1119.99
A,14.54,1.87,2.61,16.5,127.03,3.59,3.13,1.19,2.95,7.37,1.22,3.5,1162.51
A,14.71,2.19,2.64,17.62,120.35,2.8,4.11,0.35,3.01,6.56,1.08,4.43,1084.79
A,14.15,2.29,2.84,16.47,124,3.04,4.75,0.24,3.62,8.52,1.86,4.95,1108.16
A,14.29,2.29,2.34,16.89,123.25,3.29,4.77,0.38,3.02,7.42,1.54,3.93,1098.07
A,14.54,2.66,2.46,17.61,121.64,2.62,3.67,0.76,1.69,6.51,1.32,3.7,1140.6
A,14.41,2.63,2.88,17.39,126.64,3.43,3.26,1.19,2.86,7.72,1.37,5,1196.22
A,14.52,2.06,2.38,16.59,118.11,3.24,3.61,0.76,2.56,7.06,1.42,4.78,1238.55
A,14.37,1.96,2.98,18.75,120.33,3.1,4.71,0.36,1.86,7.36,1.52,4.32,1219.92
A,14.61,2.48,2.67,18.01,120.38,2.68,4.07,0.32,3.04,6.22,1.66,4.13,1122.53
A,14.02,2.38,3.15,19.02,121.21,3.27,4.53,0.61,2.93,6.98,1.79,4.6,1080.97
A,13.81,1.75,3.02,19.34,120.48,2.77,3.85,0.56,2.67,6.08,1.92,3.6,1110.97
A,14.53,2.13,3.4,22.58,124.25,3.47,4.27,0.57,3.95,8.62,1.16,4.51,1267.35
A,14.04,2.47,2.65,22.65,117.75,3.91,3.55,1.16,3.82,6.95,1.1,3.54,1255.17
A,14.13,1.94,3.41,22.58,124.66,3.72,3.06,0.85,4.24,6.92,1.53,3.94,1198.42
A,13.97,2.09,3.33,22.11,119.98,3.84,4.71,0.74,2.68,7.88,1.61,5.02,1152.82
A,13.66,2.52,3.01,21.53,124.23,3.46,3.43,0.84,2.91,7.5,1.18,3.23,1302.32
A,13.61,2.06,3.17,21.37,122.99,3.71,4.38,0.42,2.76,6.71,1.08,3.08,1176.81
A,14.2,2.52,2.57,23.1,121.71,3.49,3.5,0.36,3.07,7.56,1.24,4.18,1218.56
A,14.12,2.53,2.46,21.26,124.3,3.46,2.92,0.41,2.56,7.17,1.04,4.05,1132.4
A,13.79,2.59,3.19,23.14,116.48,3.16,3.53,1.08,3.23,7.32,1.69,4.01,1206.94
A,13.91,1.77,3.17,23.31,118.59,3.85,4.49,1.1,3.32,7.87,1.21,4.81,1161.55
A,14.27,2.26,2.65,22.63,123.2,3.36,4.6,0.9,3.92,6.56,1.13,3.89,1290.83
A,13.99,2.39,3.3,22.4,118.27,3.6,3.77,0.64,3.73,7.13,1.06,4.22,1316.75
A,13.82,2.07,2.65,23.47,120.65,3.6,4.56,0.54,3.34,9.16,1.09,4.6,1180.19
A,13.62,2.7,3.06,22.63,125.04,3.42,4.43,0.25,2.92,7.25,1.52,4.26,1137.5
A,14.02,2.51,3.11,21.95,117.18,3.26,4.57,0.82,3.61,9.1,1.56,4.41,1289.87
A,14.16,2.14,3.31,23.25,116.89,3.44,3.38,0.58,3.12,6.76,1.15,4.45,1301.85
A,14.12,2.63,2.63,21.62,122.97,3.46,4.39,1.05,2.68,7.72,1.65,4.98,1272.71
A,14.31,1.74,3.21,21.94,124.69,3,3.2,0.78,3.51,7.75,1.76,4.7,1185.63
A,14.25,2.33,2.48,23.24,124.4,3.08,4.06,0.28,4.22,8.01,1.69,4.41,1292.57
A,13.58,2.17,3.16,20.67,120.33,3.16,4.6,0.64,4.15,6.69,1.36,3.29,1295.48
A,14.7,2.58,3.11,16.42,118.76,3.58,4.5,0.89,2.84,8.65,1.63,4.76,1071.89
A,14.38,2.13,2.67,16.4,119.47,3.25,4.4,0.39,2.26,7.53,1.84,4.64,1110.68
A,14.93,2.01,2.57,18.74,126.26,4.11,3.52,0.46,3.77,8.48,1.84,3.81,995.62
A,15.17,2.48,2.64,16.75,126.71,3.33,3.36,0.43,2.33,6.95,1.2,4.03,1069.04
A,14.78,1.79,3.04,18.33,124.28,3.55,3.46,0.94,2.29,9.28,1.09,4.5,1154.88
A,14.88,1.77,2.31,16.97,123.67,3.21,3.66,1,3.69,8.74,1.03,3.62,1148.68
A,15.15,2.2,3.27,16.43,124.27,3.25,4.02,0.76,3.81,8.04,1.21,3.87,995.92
A,15.16,2.2,3.19,18.72,126.86,3.26,3.11,0.39,2.39,7.06,1.64,3.87,1064.29
A,14.41,2.64,2.9,18.87,126.44,4.05,3.88,0.44,2.97,7.11,1.67,4.11,1040.66
A,15.17,2.24,3.21,18.05,118.19,3.94,3.36,0.37,3.68,7.13,1.7,4.51,1008.28
A,15.01,2.02,2.65,16.99,125.81,3.5,4.31,0.69,3.8,7.08,1.87,5.3,1023.06
A,14.36,1.75,2.95,19.03,127.08,3.48,3.16,1.22,3.82,7.82,1.23,4.01,1151.1
A,14.64,2.55,2.85,17.53,124.14,3.68,3.37,0.74,2.15,6.76,1.36,3.88,1141.37
A,14.97,2.24,3.19,16.68,127.06,3.34,3.78,0.31,3.35,7.44,1.88,3.34,1058.85
A,14.56,1.98,2.75,17.12,119.43,3.77,3.35,1.04,4,7.13,0.95,4.63,1160.39
A,14.73,2.65,2.97,16.43,125.86,3.3,4.7,0.6,3.85,7.89,1.19,3.93,1125.76
A,14.99,2.27,3.07,19.26,121.29,3.87,4.86,1.13,2.29,6.49,1.5,3.34,1124.01
A,14.85,2.5,2.42,18.9,125.84,3.9,4.45,0.61,3.9,7.65,1.88,4.66,1160.42
A,14.58,1.75,3.22,18.3,126.01,3.73,3.67,0.83,3.7,8.64,1.14,5.1,988.86
A,14.26,2.24,3.24,18.67,123.38,3.8,4.83,0.34,2.19,7.38,1.86,3.35,983.1
A,13.76,1.97,2.97,18.32,103.73,3.67,3.37,1.06,2.37,6.92,1.91,3.4,1272.56
A,13.42,2,2.96,18.44,108.77,3.09,4.02,1.28,1.79,6.81,1.45,2.98,1272.82
A,13.56,1.99,3.53,18.38,108.96,3.57,4.27,0.99,2.99,8.39,1.62,4.23,1353.61
A,14.17,2.31,3.65,18.99,111.86,3.93,4.82,0.93,2.07,8.22,1.83,3.56,1349.15
A,14.04,2.26,3.13,18.88,110.1,3.23,4.99,1.12,3.56,6.37,1.55,4.08,1344.2
A,14.01,2.86,2.82,19.23,104.59,3.68,3.57,0.78,2.3,8.07,1.51,3.86,1336.38
A,13.71,2.48,2.8,17.18,108.95,3.48,3.77,0.35,3.39,8.24,1.69,4.74,1371.83
A,13.83,2.25,3.2,17.59,109.13,3.25,3.69,0.42,2.62,8.14,1.91,3.74,1444.84
A,13.92,2.65,3.63,19.39,106.64,3.6,3.53,1.17,3.35,8.77,2.04,4.2,1430.98
A,14.28,2.55,2.83,17.27,111.2,3.59,4.51,1.05,3.59,7.17,1.5,3.04,1377.04
A,14.21,2.63,3.34,19.23,108.46,3.57,5.22,1.23,2.01,6,1.96,4.1,1308.34
A,13.6,2.21,3.18,19.78,107.18,3.82,3.97,1.3,1.82,7.43,1.61,4.34,1281.47
A,13.63,2.52,3.24,18.36,110.6,3.9,3.51,0.43,2.47,6.82,1.51,2.86,1400.29
A,13.9,2.62,2.98,17.01,102.46,3.65,4.84,1.09,3.39,6.14,1.79,3.16,1302.94
A,13.42,2.75,3,17.77,106.33,3.67,3.99,0.83,3.32,8.86,1.15,3.35,1287.56
A,14,2.01,2.73,18.62,103.22,3.51,3.35,0.42,2.59,6.8,1.11,4.44,1462.4
A,13.97,2.58,3.28,19.49,105.81,3.4,5.07,0.44,3.32,7.48,1.81,3.07,1343.48
